Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,Region,Product_Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD1394,2023-01-30,2023-01-31,CUST106,Vikram,Home Office,India,Europe,Office Supplies,Accessories,Ergonomic Chair,1969,3,0.15,-170
ORD1395,2023-01-31,2023-02-01,CUST385,Neha,Corporate,Germany,Asia,Furniture,Phones,Ergonomic Chair,927,2,0.2,327
ORD1396,2023-02-01,2023-02-02,CUST553,Arjun,Home Office,USA,North America,Furniture,Binders,Office Desk,387,1,0.01,448
ORD1397,2023-02-02,2023-02-03,CUST235,Ravi,Home Office,Germany,Asia,Technology,Phones,Ergonomic Chair,1779,3,0.03,128
ORD1398,2023-02-03,2023-02-04,CUST960,Karan,Home Office,USA,Oceania,Technology,Phones,Desk Phone,871,2,0.21,-35
ORD1399,2023-02-04,2023-02-05,CUST402,Priya,Consumer,India,Oceania,Office Supplies,Storage,Ink Cartridge,1236,2,0.02,258
ORD1400,2023-02-05,2023-02-06,CUST676,Neha,Consumer,Canada,Oceania,Office Supplies,Chairs,Desk Phone,1793,6,0.02,-101
ORD1401,2023-02-06,2023-02-07,CUST233,Manoj,Corporate,Canada,Europe,Technology,Binders,Laptop Stand,1006,1,0.0,420
ORD1402,2023-02-07,2023-02-08,CUST998,Arjun,Corporate,Canada,Oceania,Furniture,Storage,Ink Cartridge,1754,2,0.29,-28
ORD1403,2023-02-08,2023-02-09,CUST205,Arjun,Corporate,USA,Oceania,Technology,Phones,Laptop Stand,210,6,0.22,548
ORD1404,2023-02-09,2023-02-10,CUST700,Arjun,Consumer,India,Oceania,Technology,Accessories,Ergonomic Chair,1653,3,0.11,-39
ORD1405,2023-02-10,2023-02-11,CUST952,Arjun,Corporate,India,Asia,Furniture,Accessories,Desk Phone,850,4,0.09,527
ORD1406,2023-02-11,2023-02-12,CUST284,Priya,Home Office,Canada,Oceania,Furniture,Accessories,Office Desk,447,1,0.1,575
ORD1407,2023-02-12,2023-02-13,CUST379,Karan,Home Office,France,Oceania,Office Supplies,Accessories,Ink Cartridge,1350,8,0.23,62
ORD1408,2023-02-13,2023-02-14,CUST462,Arjun,Corporate,Germany,North America,Technology,Phones,Office Desk,865,7,0.2,73
ORD1409,2023-02-14,2023-02-15,CUST315,Neha,Home Office,Australia,Oceania,Office Supplies,Copiers,Office Desk,1989,7,0.06,-198
ORD1410,2023-02-15,2023-02-16,CUST237,Neha,Corporate,USA,Oceania,Technology,Phones,Laptop Stand,1577,3,0.05,-173
ORD1411,2023-02-16,2023-02-17,CUST567,Priya,Consumer,Australia,North America,Office Supplies,Phones,Ink Cartridge,1969,3,0.03,125
ORD1412,2023-02-17,2023-02-18,CUST605,Ravi,Home Office,India,Oceania,Office Supplies,Accessories,Desk Phone,1465,2,0.2,-52
ORD1413,2023-02-18,2023-02-19,CUST943,Neha,Corporate,Australia,North America,Office Supplies,Storage,Ergonomic Chair,1208,1,0.23,339
ORD1414,2023-02-19,2023-02-20,CUST615,Vikram,Home Office,India,Oceania,Office Supplies,Copiers,Ink Cartridge,1268,7,0.08,287
ORD1415,2023-02-20,2023-02-21,CUST703,Neha,Consumer,Canada,Europe,Office Supplies,Copiers,Laptop Stand,450,7,0.01,237
ORD1416,2023-02-21,2023-02-22,CUST815,Manoj,Consumer,India,Oceania,Office Supplies,Chairs,Wireless Mouse,689,2,0.02,-136
ORD1417,2023-02-22,2023-02-23,CUST932,Manoj,Consumer,USA,Oceania,Technology,Chairs,Laptop Stand,1106,7,0.29,155
ORD1418,2023-02-23,2023-02-24,CUST438,Ravi,Home Office,Canada,Oceania,Technology,Accessories,Laptop Stand,737,8,0.09,332
ORD1419,2023-02-24,2023-02-25,CUST630,Manoj,Consumer,Germany,Europe,Technology,Phones,Laptop Stand,509,1,0.23,51
ORD1420,2023-02-25,2023-02-26,CUST214,Vikram,Consumer,Germany,North America,Office Supplies,Chairs,Ergonomic Chair,1004,9,0.19,34
ORD1421,2023-02-26,2023-02-27,CUST373,Manoj,Home Office,France,Oceania,Office Supplies,Binders,Wireless Mouse,1956,7,0.11,26
ORD1422,2023-02-27,2023-02-28,CUST948,Arjun,Corporate,India,Europe,Office Supplies,Phones,Ink Cartridge,519,3,0.06,324
ORD1423,2023-02-28,2023-03-01,CUST389,Karan,Corporate,Canada,Europe,Technology,Storage,Wireless Mouse,1448,8,0.04,112
ORD1424,2023-03-01,2023-03-02,CUST175,Arjun,Consumer,Australia,North America,Office Supplies,Phones,Laptop Stand,1095,7,0.18,-152
ORD1425,2023-03-02,2023-03-03,CUST927,Anjali,Consumer,USA,Oceania,Office Supplies,Binders,Ink Cartridge,799,8,0.23,-83
ORD1426,2023-03-03,2023-03-04,CUST849,Arjun,Home Office,India,Asia,Furniture,Chairs,Desk Phone,1743,6,0.19,-147
ORD1427,2023-03-04,2023-03-05,CUST609,Arjun,Corporate,Germany,Oceania,Office Supplies,Binders,Ergonomic Chair,87,9,0.16,449
ORD1428,2023-03-05,2023-03-06,CUST306,Vikram,Corporate,France,Asia,Furniture,Accessories,Laptop Stand,279,5,0.01,364
ORD1429,2023-03-06,2023-03-07,CUST607,Manoj,Corporate,Germany,Asia,Technology,Accessories,Desk Phone,1438,3,0.29,-157
ORD1430,2023-03-07,2023-03-08,CUST832,Vikram,Home Office,India,North America,Technology,Copiers,Ink Cartridge,612,3,0.24,-148
ORD1431,2023-03-08,2023-03-09,CUST942,Karan,Corporate,France,Oceania,Technology,Phones,Ink Cartridge,487,1,0.09,385
ORD1432,2023-03-09,2023-03-10,CUST849,Arjun,Consumer,India,Oceania,Technology,Phones,Desk Phone,1849,8,0.29,357
ORD1433,2023-03-10,2023-03-11,CUST634,Vikram,Home Office,Germany,North America,Technology,Storage,Ergonomic Chair,1356,2,0.18,324
ORD1434,2023-03-11,2023-03-12,CUST797,Priya,Corporate,Canada,Oceania,Furniture,Phones,Ink Cartridge,76,3,0.17,476
ORD1435,2023-03-12,2023-03-13,CUST953,Priya,Consumer,France,Oceania,Technology,Chairs,Laptop Stand,275,8,0.22,-99
ORD1436,2023-03-13,2023-03-14,CUST209,Arjun,Consumer,USA,Oceania,Furniture,Accessories,Ink Cartridge,1350,8,0.24,591
ORD1437,2023-03-14,2023-03-15,CUST802,Neha,Consumer,Germany,North America,Technology,Binders,Ergonomic Chair,847,4,0.2,569
ORD1438,2023-03-15,2023-03-16,CUST485,Ravi,Corporate,Australia,Asia,Furniture,Phones,Ink Cartridge,1682,4,0.04,197
ORD1439,2023-03-16,2023-03-17,CUST131,Neha,Consumer,USA,Asia,Office Supplies,Phones,Laptop Stand,333,5,0.1,-63
ORD1440,2023-03-17,2023-03-18,CUST518,Manoj,Corporate,USA,Asia,Furniture,Chairs,Desk Phone,928,6,0.28,474
ORD1441,2023-03-18,2023-03-19,CUST343,Priya,Home Office,Canada,Oceania,Office Supplies,Accessories,Laptop Stand,1009,5,0.07,186
ORD1442,2023-03-19,2023-03-20,CUST674,Priya,Consumer,France,Oceania,Technology,Binders,Ergonomic Chair,1554,7,0.11,-90
ORD1443,2023-03-20,2023-03-21,CUST799,Neha,Consumer,Germany,Europe,Office Supplies,Binders,Laptop Stand,502,2,0.13,413
ORD1444,2023-03-21,2023-03-22,CUST594,Manoj,Corporate,Australia,Asia,Office Supplies,Phones,Office Desk,1069,7,0.13,-184
ORD1445,2023-03-22,2023-03-23,CUST684,Ravi,Home Office,USA,North America,Office Supplies,Chairs,Wireless Mouse,1902,7,0.18,579
ORD1446,2023-03-23,2023-03-24,CUST897,Vikram,Home Office,USA,Asia,Furniture,Phones,Laptop Stand,865,1,0.28,-19
ORD1447,2023-03-24,2023-03-25,CUST771,Neha,Consumer,India,Oceania,Office Supplies,Storage,Office Desk,708,7,0.07,335
ORD1448,2023-03-25,2023-03-26,CUST926,Anjali,Consumer,USA,Europe,Technology,Storage,Laptop Stand,1589,5,0.04,340
ORD1449,2023-03-26,2023-03-27,CUST350,Priya,Home Office,USA,Asia,Office Supplies,Chairs,Laptop Stand,596,3,0.06,-30
ORD1450,2023-03-27,2023-03-28,CUST777,Anjali,Consumer,Canada,Europe,Technology,Storage,Laptop Stand,1265,3,0.27,208
ORD1451,2023-03-28,2023-03-29,CUST376,Manoj,Home Office,France,Europe,Furniture,Binders,Wireless Mouse,1122,4,0.19,539
ORD1452,2023-03-29,2023-03-30,CUST581,Anjali,Corporate,USA,Oceania,Furniture,Chairs,Wireless Mouse,1585,2,0.09,177
ORD1453,2023-03-30,2023-03-31,CUST261,Anjali,Home Office,India,Europe,Office Supplies,Accessories,Wireless Mouse,66,2,0.24,-13
ORD1454,2023-03-31,2023-04-01,CUST378,Neha,Corporate,Canada,Asia,Office Supplies,Copiers,Office Desk,1245,1,0.26,29
ORD1455,2023-04-01,2023-04-02,CUST395,Arjun,Corporate,Canada,Asia,Furniture,Phones,Ink Cartridge,1293,5,0.25,-82
ORD1456,2023-04-02,2023-04-03,CUST747,Karan,Consumer,Australia,Europe,Technology,Storage,Office Desk,207,4,0.28,-45
ORD1457,2023-04-03,2023-04-04,CUST225,Ravi,Corporate,Australia,Oceania,Office Supplies,Copiers,Ink Cartridge,526,2,0.08,583
ORD1458,2023-04-04,2023-04-05,CUST273,Arjun,Corporate,India,Oceania,Furniture,Chairs,Laptop Stand,1119,3,0.23,486
ORD1459,2023-04-05,2023-04-06,CUST799,Manoj,Corporate,Germany,North America,Technology,Accessories,Ergonomic Chair,1446,7,0.14,264
ORD1460,2023-04-06,2023-04-07,CUST740,Arjun,Consumer,Canada,Asia,Office Supplies,Chairs,Ergonomic Chair,567,7,0.25,-97
ORD1461,2023-04-07,2023-04-08,CUST723,Ravi,Consumer,Australia,North America,Technology,Chairs,Ink Cartridge,148,4,0.22,403
ORD1462,2023-04-08,2023-04-09,CUST386,Neha,Home Office,India,Asia,Office Supplies,Binders,Desk Phone,1965,5,0.23,497
ORD1463,2023-04-09,2023-04-10,CUST731,Priya,Home Office,France,Europe,Office Supplies,Phones,Ink Cartridge,1818,5,0.2,594
ORD1464,2023-04-10,2023-04-11,CUST928,Arjun,Home Office,India,North America,Furniture,Storage,Office Desk,1110,6,0.05,301
ORD1465,2023-04-11,2023-04-12,CUST202,Neha,Consumer,India,North America,Technology,Storage,Desk Phone,329,9,0.16,492
ORD1466,2023-04-12,2023-04-13,CUST585,Neha,Corporate,Canada,Europe,Office Supplies,Chairs,Ergonomic Chair,1422,2,0.3,481
ORD1467,2023-04-13,2023-04-14,CUST591,Manoj,Home Office,USA,Asia,Furniture,Accessories,Desk Phone,546,5,0.28,498
ORD1468,2023-04-14,2023-04-15,CUST316,Ravi,Home Office,USA,Europe,Technology,Chairs,Desk Phone,351,3,0.01,-26
ORD1469,2023-04-15,2023-04-16,CUST520,Karan,Home Office,France,Oceania,Furniture,Accessories,Office Desk,230,4,0.05,533
ORD1470,2023-04-16,2023-04-17,CUST523,Ravi,Consumer,Australia,Europe,Furniture,Copiers,Ergonomic Chair,656,6,0.04,544
ORD1471,2023-04-17,2023-04-18,CUST432,Arjun,Consumer,France,Europe,Technology,Chairs,Wireless Mouse,1172,8,0.22,473
ORD1472,2023-04-18,2023-04-19,CUST145,Ravi,Home Office,Australia,Oceania,Technology,Storage,Ink Cartridge,749,1,0.25,220
ORD1473,2023-04-19,2023-04-20,CUST553,Karan,Consumer,Canada,Oceania,Office Supplies,Chairs,Ink Cartridge,1042,8,0.06,-67
ORD1474,2023-04-20,2023-04-21,CUST586,Arjun,Corporate,Canada,North America,Furniture,Accessories,Office Desk,1189,7,0.15,190
ORD1475,2023-04-21,2023-04-22,CUST861,Arjun,Consumer,Canada,Oceania,Technology,Storage,Ergonomic Chair,240,1,0.25,535
ORD1476,2023-04-22,2023-04-23,CUST523,Neha,Corporate,India,Europe,Technology,Phones,Laptop Stand,302,2,0.22,300
ORD1477,2023-04-23,2023-04-24,CUST757,Arjun,Corporate,Australia,Asia,Technology,Chairs,Ergonomic Chair,1030,3,0.16,464
ORD1478,2023-04-24,2023-04-25,CUST186,Priya,Corporate,India,Asia,Technology,Storage,Ergonomic Chair,977,1,0.18,-168
ORD1479,2023-04-25,2023-04-26,CUST924,Vikram,Consumer,India,Oceania,Furniture,Accessories,Ergonomic Chair,1234,9,0.15,-146
ORD1480,2023-04-26,2023-04-27,CUST356,Manoj,Corporate,Canada,Europe,Technology,Accessories,Desk Phone,1329,8,0.09,318
ORD1481,2023-04-27,2023-04-28,CUST354,Neha,Home Office,USA,Oceania,Technology,Phones,Ergonomic Chair,1396,2,0.17,555
ORD1482,2023-04-28,2023-04-29,CUST337,Manoj,Corporate,India,Europe,Furniture,Accessories,Desk Phone,177,9,0.21,437
ORD1483,2023-04-29,2023-04-30,CUST381,Priya,Home Office,Australia,Oceania,Technology,Copiers,Laptop Stand,67,7,0.26,-189
ORD1484,2023-04-30,2023-05-01,CUST423,Arjun,Consumer,Canada,Europe,Furniture,Chairs,Ergonomic Chair,1866,9,0.19,327
ORD1485,2023-05-01,2023-05-02,CUST851,Arjun,Corporate,Germany,Europe,Technology,Binders,Office Desk,1808,6,0.23,519
ORD1486,2023-05-02,2023-05-03,CUST485,Ravi,Home Office,Australia,Europe,Technology,Binders,Office Desk,615,6,0.05,354
ORD1487,2023-05-03,2023-05-04,CUST166,Neha,Consumer,Australia,Asia,Furniture,Storage,Office Desk,619,4,0.14,172
ORD1488,2023-05-04,2023-05-05,CUST238,Ravi,Corporate,USA,Europe,Technology,Phones,Office Desk,1396,2,0.0,283
ORD1489,2023-05-05,2023-05-06,CUST899,Neha,Consumer,Germany,North America,Technology,Accessories,Office Desk,1945,7,0.07,446
ORD1490,2023-05-06,2023-05-07,CUST272,Vikram,Consumer,Australia,Europe,Technology,Chairs,Ink Cartridge,735,5,0.22,27
ORD1491,2023-05-07,2023-05-08,CUST163,Neha,Home Office,France,North America,Office Supplies,Binders,Laptop Stand,1865,6,0.3,422
ORD1492,2023-05-08,2023-05-09,CUST480,Karan,Home Office,France,Europe,Furniture,Chairs,Desk Phone,675,2,0.03,106
ORD1493,2023-05-09,2023-05-10,CUST474,Vikram,Consumer,Australia,Oceania,Technology,Phones,Wireless Mouse,1361,5,0.12,256
ORD1494,2023-05-10,2023-05-11,CUST228,Karan,Consumer,India,North America,Office Supplies,Storage,Wireless Mouse,903,4,0.24,-41
ORD1495,2023-05-11,2023-05-12,CUST752,Ravi,Home Office,Canada,North America,Technology,Binders,Laptop Stand,1736,9,0.06,130
ORD1496,2023-05-12,2023-05-13,CUST920,Manoj,Consumer,Canada,Asia,Furniture,Accessories,Laptop Stand,1011,6,0.17,575
ORD1497,2023-05-13,2023-05-14,CUST345,Manoj,Corporate,France,Asia,Furniture,Accessories,Ergonomic Chair,1712,2,0.22,24
ORD1498,2023-05-14,2023-05-15,CUST550,Arjun,Home Office,India,Asia,Technology,Storage,Office Desk,204,1,0.18,528
ORD1499,2023-05-15,2023-05-16,CUST814,Manoj,Corporate,Germany,Europe,Technology,Copiers,Ink Cartridge,539,5,0.06,303
ORD1500,2023-05-16,2023-05-17,CUST358,Anjali,Consumer,Canada,Europe,Technology,Binders,Ergonomic Chair,1459,9,0.11,255
ORD1501,2023-05-17,2023-05-18,CUST674,Neha,Corporate,France,Europe,Furniture,Binders,Wireless Mouse,834,6,0.24,-156
ORD1502,2023-05-18,2023-05-19,CUST321,Karan,Home Office,Canada,Oceania,Technology,Copiers,Wireless Mouse,1177,7,0.17,13
ORD1503,2023-05-19,2023-05-20,CUST705,Karan,Consumer,Germany,Asia,Office Supplies,Accessories,Wireless Mouse,1466,5,0.0,-142
ORD1504,2023-05-20,2023-05-21,CUST599,Manoj,Corporate,Canada,North America,Furniture,Chairs,Desk Phone,1884,6,0.23,443
ORD1505,2023-05-21,2023-05-22,CUST132,Vikram,Home Office,Germany,North America,Furniture,Copiers,Ergonomic Chair,295,5,0.01,415
ORD1506,2023-05-22,2023-05-23,CUST988,Priya,Corporate,Canada,Asia,Technology,Binders,Ink Cartridge,1249,9,0.22,-6
ORD1507,2023-05-23,2023-05-24,CUST557,Manoj,Corporate,France,Asia,Furniture,Chairs,Ink Cartridge,1112,6,0.06,288
ORD1508,2023-05-24,2023-05-25,CUST294,Neha,Consumer,USA,North America,Furniture,Phones,Office Desk,1550,8,0.29,-44
ORD1509,2023-05-25,2023-05-26,CUST170,Ravi,Corporate,USA,Europe,Furniture,Binders,Wireless Mouse,1755,2,0.11,409
ORD1510,2023-05-26,2023-05-27,CUST476,Karan,Home Office,USA,Oceania,Office Supplies,Chairs,Desk Phone,808,9,0.1,25
ORD1511,2023-05-27,2023-05-28,CUST265,Vikram,Consumer,France,Europe,Technology,Storage,Desk Phone,587,5,0.04,211
ORD1512,2023-05-28,2023-05-29,CUST742,Neha,Home Office,Australia,North America,Technology,Copiers,Ink Cartridge,1940,7,0.09,4
ORD1513,2023-05-29,2023-05-30,CUST928,Ravi,Home Office,USA,Oceania,Furniture,Storage,Laptop Stand,1891,1,0.26,-122
ORD1514,2023-05-30,2023-05-31,CUST138,Anjali,Home Office,India,Asia,Office Supplies,Accessories,Office Desk,970,5,0.3,-77
ORD1515,2023-05-31,2023-06-01,CUST787,Arjun,Home Office,Australia,North America,Technology,Chairs,Ink Cartridge,457,2,0.11,270
ORD1516,2023-06-01,2023-06-02,CUST493,Neha,Home Office,India,Oceania,Furniture,Storage,Desk Phone,574,6,0.13,17
ORD1517,2023-06-02,2023-06-03,CUST977,Anjali,Home Office,Australia,Oceania,Technology,Accessories,Ink Cartridge,877,1,0.22,315
ORD1518,2023-06-03,2023-06-04,CUST879,Anjali,Consumer,Canada,Europe,Office Supplies,Accessories,Desk Phone,1579,3,0.27,401
ORD1519,2023-06-04,2023-06-05,CUST405,Neha,Consumer,Australia,North America,Technology,Chairs,Laptop Stand,952,5,0.18,-97
ORD1520,2023-06-05,2023-06-06,CUST778,Ravi,Consumer,Australia,Asia,Office Supplies,Accessories,Ergonomic Chair,1898,4,0.12,192
ORD1521,2023-06-06,2023-06-07,CUST952,Manoj,Consumer,Canada,Europe,Office Supplies,Phones,Office Desk,85,3,0.12,430
ORD1522,2023-06-07,2023-06-08,CUST383,Neha,Corporate,Canada,North America,Office Supplies,Storage,Office Desk,734,5,0.21,444
ORD1523,2023-06-08,2023-06-09,CUST358,Arjun,Consumer,Australia,Asia,Furniture,Accessories,Ink Cartridge,69,8,0.0,407
ORD1524,2023-06-09,2023-06-10,CUST498,Anjali,Home Office,India,North America,Technology,Chairs,Ergonomic Chair,370,4,0.19,233
ORD1525,2023-06-10,2023-06-11,CUST244,Neha,Corporate,Australia,Oceania,Technology,Copiers,Office Desk,1849,1,0.11,130
ORD1526,2023-06-11,2023-06-12,CUST801,Ravi,Home Office,Australia,North America,Technology,Copiers,Wireless Mouse,561,7,0.24,-58
ORD1527,2023-06-12,2023-06-13,CUST347,Vikram,Consumer,Australia,North America,Technology,Copiers,Office Desk,449,8,0.03,599
ORD1528,2023-06-13,2023-06-14,CUST175,Priya,Consumer,France,Asia,Furniture,Storage,Ink Cartridge,703,3,0.18,339
ORD1529,2023-06-14,2023-06-15,CUST945,Priya,Home Office,France,North America,Technology,Chairs,Ergonomic Chair,1021,6,0.14,77
ORD1530,2023-06-15,2023-06-16,CUST848,Arjun,Home Office,USA,Europe,Furniture,Storage,Wireless Mouse,1956,2,0.19,32
ORD1531,2023-06-16,2023-06-17,CUST302,Neha,Corporate,Canada,Europe,Office Supplies,Binders,Laptop Stand,520,7,0.02,328
ORD1532,2023-06-17,2023-06-18,CUST318,Priya,Home Office,Australia,Asia,Technology,Chairs,Wireless Mouse,1216,8,0.17,370
ORD1533,2023-06-18,2023-06-19,CUST760,Vikram,Consumer,Canada,Asia,Office Supplies,Chairs,Desk Phone,1165,6,0.17,-111
ORD1534,2023-06-19,2023-06-20,CUST386,Karan,Home Office,France,North America,Furniture,Phones,Ergonomic Chair,1427,6,0.17,291
ORD1535,2023-06-20,2023-06-21,CUST623,Karan,Home Office,Australia,Asia,Office Supplies,Binders,Ergonomic Chair,883,5,0.18,-2
ORD1536,2023-06-21,2023-06-22,CUST689,Anjali,Corporate,USA,Europe,Office Supplies,Chairs,Laptop Stand,1873,8,0.2,161
ORD1537,2023-06-22,2023-06-23,CUST381,Anjali,Home Office,India,North America,Technology,Storage,Laptop Stand,776,1,0.24,240
ORD1538,2023-06-23,2023-06-24,CUST400,Ravi,Home Office,Canada,North America,Technology,Binders,Ergonomic Chair,903,4,0.08,-175
ORD1539,2023-06-24,2023-06-25,CUST548,Vikram,Consumer,Australia,Oceania,Office Supplies,Phones,Desk Phone,100,4,0.25,-176
ORD1540,2023-06-25,2023-06-26,CUST381,Anjali,Home Office,India,Asia,Technology,Binders,Laptop Stand,1738,3,0.15,193
ORD1541,2023-06-26,2023-06-27,CUST363,Priya,Consumer,Australia,Europe,Technology,Accessories,Ergonomic Chair,1771,3,0.02,306
ORD1542,2023-06-27,2023-06-28,CUST380,Vikram,Home Office,USA,Asia,Furniture,Binders,Ink Cartridge,624,4,0.02,100
ORD1543,2023-06-28,2023-06-29,CUST767,Vikram,Home Office,USA,Asia,Technology,Phones,Laptop Stand,1263,1,0.1,138
ORD1544,2023-06-29,2023-06-30,CUST345,Karan,Consumer,Canada,Oceania,Office Supplies,Binders,Office Desk,1198,2,0.24,66
ORD1545,2023-06-30,2023-07-01,CUST728,Karan,Home Office,Canada,Asia,Technology,Accessories,Ink Cartridge,199,9,0.21,260
ORD1546,2023-07-01,2023-07-02,CUST713,Neha,Consumer,USA,North America,Furniture,Accessories,Desk Phone,363,2,0.24,492
ORD1547,2023-07-02,2023-07-03,CUST166,Ravi,Consumer,India,Europe,Office Supplies,Storage,Ink Cartridge,619,5,0.16,255
ORD1548,2023-07-03,2023-07-04,CUST986,Ravi,Home Office,Canada,North America,Furniture,Chairs,Laptop Stand,1415,9,0.13,159
ORD1549,2023-07-04,2023-07-05,CUST881,Vikram,Corporate,Canada,Europe,Technology,Phones,Desk Phone,354,9,0.04,-133
ORD1550,2023-07-05,2023-07-06,CUST315,Vikram,Corporate,Australia,Oceania,Furniture,Copiers,Office Desk,1765,8,0.1,211
ORD1551,2023-07-06,2023-07-07,CUST245,Karan,Corporate,Canada,North America,Office Supplies,Copiers,Office Desk,731,1,0.13,290
ORD1552,2023-07-07,2023-07-08,CUST849,Anjali,Corporate,India,Asia,Technology,Storage,Office Desk,887,1,0.03,-152
ORD1553,2023-07-08,2023-07-09,CUST862,Ravi,Corporate,Canada,North America,Technology,Binders,Ergonomic Chair,1856,9,0.07,486
ORD1554,2023-07-09,2023-07-10,CUST453,Priya,Consumer,Canada,Europe,Office Supplies,Phones,Ink Cartridge,1127,8,0.18,363
ORD1555,2023-07-10,2023-07-11,CUST920,Manoj,Consumer,Canada,Asia,Furniture,Copiers,Laptop Stand,1052,9,0.22,-99
ORD1556,2023-07-11,2023-07-12,CUST778,Vikram,Consumer,India,Oceania,Technology,Copiers,Laptop Stand,493,7,0.3,15
ORD1557,2023-07-12,2023-07-13,CUST117,Neha,Corporate,France,Oceania,Office Supplies,Storage,Office Desk,662,3,0.28,237
ORD1558,2023-07-13,2023-07-14,CUST508,Anjali,Home Office,India,Asia,Office Supplies,Phones,Office Desk,1042,3,0.19,499
ORD1559,2023-07-14,2023-07-15,CUST783,Neha,Consumer,Australia,Oceania,Furniture,Phones,Office Desk,313,2,0.13,368
ORD1560,2023-07-15,2023-07-16,CUST562,Priya,Home Office,Australia,Asia,Furniture,Phones,Desk Phone,1126,5,0.19,358
ORD1561,2023-07-16,2023-07-17,CUST351,Karan,Corporate,Germany,Oceania,Technology,Copiers,Ink Cartridge,1645,3,0.24,-42
ORD1562,2023-07-17,2023-07-18,CUST785,Manoj,Consumer,India,Oceania,Furniture,Phones,Wireless Mouse,1053,6,0.04,288
ORD1563,2023-07-18,2023-07-19,CUST952,Arjun,Consumer,Germany,North America,Office Supplies,Chairs,Office Desk,1693,2,0.12,485
ORD1564,2023-07-19,2023-07-20,CUST438,Anjali,Home Office,Australia,Asia,Office Supplies,Phones,Ergonomic Chair,54,3,0.25,41
ORD1565,2023-07-20,2023-07-21,CUST503,Ravi,Consumer,Germany,Europe,Office Supplies,Copiers,Wireless Mouse,1176,5,0.12,593
ORD1566,2023-07-21,2023-07-22,CUST166,Ravi,Consumer,India,Europe,Office Supplies,Phones,Office Desk,1269,1,0.17,552
ORD1567,2023-07-22,2023-07-23,CUST595,Ravi,Corporate,France,North America,Technology,Accessories,Desk Phone,823,1,0.18,-196
ORD1568,2023-07-23,2023-07-24,CUST579,Priya,Home Office,Germany,Oceania,Technology,Chairs,Office Desk,926,9,0.06,395
ORD1569,2023-07-24,2023-07-25,CUST305,Priya,Consumer,Australia,Europe,Furniture,Phones,Wireless Mouse,1041,7,0.11,160
ORD1570,2023-07-25,2023-07-26,CUST329,Karan,Consumer,Australia,North America,Furniture,Accessories,Ink Cartridge,933,1,0.1,258
ORD1571,2023-07-26,2023-07-27,CUST589,Priya,Home Office,India,Oceania,Technology,Storage,Laptop Stand,1423,8,0.01,47
ORD1572,2023-07-27,2023-07-28,CUST488,Arjun,Consumer,Canada,Europe,Furniture,Storage,Laptop Stand,96,3,0.01,365
ORD1573,2023-07-28,2023-07-29,CUST502,Neha,Consumer,Canada,Asia,Furniture,Chairs,Desk Phone,916,8,0.25,472
ORD1574,2023-07-29,2023-07-30,CUST474,Anjali,Consumer,Germany,Asia,Furniture,Binders,Office Desk,872,5,0.08,221
ORD1575,2023-07-30,2023-07-31,CUST251,Neha,Consumer,Canada,North America,Technology,Binders,Desk Phone,985,1,0.16,537
ORD1576,2023-07-31,2023-08-01,CUST191,Neha,Consumer,Canada,Oceania,Technology,Storage,Office Desk,1893,7,0.09,-186
ORD1577,2023-08-01,2023-08-02,CUST834,Manoj,Corporate,Canada,Oceania,Office Supplies,Chairs,Wireless Mouse,705,5,0.28,535
ORD1578,2023-08-02,2023-08-03,CUST288,Manoj,Home Office,India,Oceania,Technology,Chairs,Ergonomic Chair,318,6,0.08,372
ORD1579,2023-08-03,2023-08-04,CUST688,Arjun,Corporate,Australia,Asia,Technology,Accessories,Office Desk,419,6,0.13,-79
ORD1580,2023-08-04,2023-08-05,CUST164,Karan,Corporate,India,Oceania,Technology,Chairs,Laptop Stand,685,8,0.26,76
ORD1581,2023-08-05,2023-08-06,CUST837,Vikram,Consumer,Australia,Europe,Technology,Binders,Desk Phone,1179,9,0.25,357
ORD1582,2023-08-06,2023-08-07,CUST516,Ravi,Home Office,USA,North America,Technology,Phones,Ink Cartridge,1743,2,0.06,252
ORD1583,2023-08-07,2023-08-08,CUST301,Manoj,Consumer,Australia,North America,Technology,Storage,Wireless Mouse,1732,9,0.24,189
ORD1584,2023-08-08,2023-08-09,CUST157,Manoj,Consumer,USA,Asia,Office Supplies,Chairs,Laptop Stand,706,9,0.14,93
ORD1585,2023-08-09,2023-08-10,CUST376,Vikram,Corporate,France,Oceania,Technology,Binders,Ink Cartridge,169,7,0.14,373
ORD1586,2023-08-10,2023-08-11,CUST401,Priya,Corporate,Australia,North America,Office Supplies,Binders,Ergonomic Chair,880,1,0.04,397
ORD1587,2023-08-11,2023-08-12,CUST712,Neha,Home Office,Australia,Oceania,Office Supplies,Chairs,Ink Cartridge,1860,7,0.02,245
ORD1588,2023-08-12,2023-08-13,CUST263,Anjali,Home Office,Australia,Europe,Technology,Phones,Office Desk,1677,5,0.22,9
ORD1589,2023-08-13,2023-08-14,CUST254,Vikram,Home Office,France,Asia,Furniture,Binders,Ergonomic Chair,1131,6,0.15,389
ORD1590,2023-08-14,2023-08-15,CUST692,Vikram,Home Office,Australia,Europe,Technology,Binders,Ink Cartridge,1419,7,0.13,513
